facilities,rating,rating_descriptions,review_counts,location,Price
"['bar', 'restaurant']",8.0,Excellent,1.0,Uberlandia,7000
"['internet', 'bar', 'restaurant', 'swimmingpools', 'gym']",7.1,Very Good,4.0,Stokol,10000
['bar'],4.2,Good,5.0,Willsmian,8000
['bar'],,,,Andeman,25000
"['bar', 'restaurant']",,,,Willsmian,7500
"['internet', 'bar', 'restaurant', 'swimmingpools', 'gym']",6.7,Very Good,10.0,Andeman,40191
"['intrnet', 'restaurant', 'swimmingpools']",6.5,Very Good,8.0,Willsmian,16000
"['bar', 'restaurant', 'pool', 'gym']",6.0,Very Good,9.0,Andeman,35000
[],,,,Machlessvile,4000
['internet'],7.7,Very Good,18.0,Machlessvile,20000
"['bar', 'restaurant']",8.4,Excellent,6.0,Stokol,10000
"['bar', 'restaurant', 'swimmingpools']",8.0,Excellent,9.0,Uberlandia,25000
"['bar', 'restaurant']",5.6,Good,1.0,Machlessvile,3000
"['internet', 'restaurant']",4.9,Good,30.0,Hallerson,19720
"['restaurant', 'gym']",,,,Wanderland,36000
[],8.4,Excellent,1.0,Machlessvile,48200
['restaurant'],,,,Willsmian,6175
"['internet', 'restaurant']",7.5,Very Good,4.0,Machlessvile,10500
['restaurant'],4.9,Good,4.0,Ubisville,6000
"['internet', 'bar']",7.4,Very Good,40.0,Machlessvile,13000
"['restaurant', 'pool']",8.0,Excellent,34.0,Wanderland,23000
"['bar', 'restaurant', 'pool', 'gym']",5.7,Good,37.0,Stokol,30000
"['restaurant', 'gym']",5.6,Good,1.0,Uberlandia,15500
[],,,,Wanderland,4025
"['internet', 'bar', 'restaurant']",6.8,Very Good,21.0,Uberlandia,8800
[],,,,Uberlandia,53475
"['internet', 'bar', 'restaurant']",,,,Stokol,7000
"['bar', 'restaurant']",9.2,Excellent,2.0,Ubisville,13350
['bar'],2.8,Fair,1.0,Andeman,5000
['bar'],,,,Machlessvile,25000
"['bar', 'restaurant', 'swimmingpools', 'gym']",7.2,Very Good,10.0,Wanderland,63000
"['internet', 'bar', 'restaurant']",6.9,Very Good,12.0,Machlessvile,6000
"['bar', 'restaurant']",6.5,Very Good,7.0,Stokol,4500
"['bar', 'swimmingpools']",6.4,Very Good,49.0,Stokol,20000
"['internet', 'bar', 'restaurant']",7.9,Very Good,10.0,Willsmian,59000
"['internet', 'bar', 'restaurant', 'gym']",7.2,Very Good,44.0,Andeman,30000
[],,,,Stokol,2500
"['bar', 'restaurant']",2.0,Fair,1.0,Stokol,4500
"['bar', 'restaurant', 'pool', 'gym']",10.0,Excellent,1.0,Andeman,25000
"['bar', 'restaurant']",8.4,Excellent,6.0,Willsmian,10000
"['bar', 'restaurant']",7.1,Very Good,10.0,Ubisville,11000
[],,,,Andeman,4025
"['bar', 'restaurant']",4.2,Good,4.0,Stokol,4500
"['intrnet', 'bar', 'restaurant', 'gym']",8.4,Excellent,10.0,Ubisville,25800
"['bar', 'restaurant']",7.2,Very Good,2.0,Andeman,3000
[],,,,Uberlandia,1500
"['bar', 'restaurant']",8.0,Excellent,2.0,Wanderland,15000
"['intrnet', 'bar', 'restaurant', 'pool']",10.0,Excellent,2.0,Wanderland,25000
"['internet', 'bar', 'restaurant']",2.5,Fair,4.0,Hallerson,20000
"['bar', 'swimmingpools']",6.4,Very Good,49.0,Andeman,20000
[],6.3,Very Good,46.0,Machlessvile,35000
"['internet', 'bar', 'restaurant', 'swimmingpools']",7.5,Very Good,40.0,Wanderland,16500
"['internet', 'bar', 'restaurant']",7.0,Very Good,14.0,Andeman,5000
"['internet', 'bar', 'restaurant', 'swimmingpools', 'gym']",6.8,Very Good,14.0,Wanderland,9750
"['intrnet', 'bar', 'restaurant']",,,,Machlessvile,7000
['bar'],,,,Machlessvile,3500
"['bar', 'restaurant']",6.8,Very Good,3.0,Andeman,23000
"['bar', 'restaurant']",,,,Stokol,13000
"['internet', 'bar']",6.7,Very Good,27.0,Stokol,12000
"['bar', 'restaurant', 'swimmingpools']",8.0,Excellent,6.0,Andeman,12000
"['internet', 'bar', 'restaurant']",6.8,Very Good,94.0,Uberlandia,17500
"['bar', 'restaurant']",,,,Machlessvile,2500
"['bar', 'restaurant']",3.6,Fair,1.0,Willsmian,3000
"['bar', 'restaurant', 'swimmingpools', 'gym']",8.5,Excellent,6.0,Hallerson,12000
"['intrnet', 'bar', 'restaurant']",6.6,Very Good,16.0,Stokol,13000
"['bar', 'restaurant']",7.0,Very Good,24.0,Willsmian,12000
"['bar', 'restaurant']",8.8,Excellent,6.0,Uberlandia,12500
"['bar', 'restaurant']",6.5,Very Good,12.0,Willsmian,10000
"['internet', 'bar', 'restaurant', 'swimmingpools', 'gym']",8.4,Excellent,226.0,Hallerson,43000
"['bar', 'restaurant']",7.0,Very Good,24.0,Wanderland,12000
"['internet', 'bar', 'restaurant']",6.8,Very Good,4.0,Machlessvile,18000
"['bar', 'restaurant', 'pool']",7.8,Very Good,10.0,Stokol,13500
"['bar', 'restaurant']",4.2,Good,4.0,Wanderland,4500
"['intrnet', 'restaurant']",8.0,Excellent,7.0,Willsmian,44000
"['bar', 'restaurant', 'swimmingpools', 'gym']",7.0,Very Good,6.0,Hallerson,32000
"['internet', 'bar', 'restaurant', 'pool', 'gym']",7.5,Very Good,42.0,Wanderland,18480
"['internet', 'bar', 'restaurant', 'swimmingpools', 'gym']",6.8,Very Good,14.0,Andeman,9750
"['internet', 'bar', 'restaurant', 'pool', 'gym']",5.2,Good,3.0,Andeman,26875
"['bar', 'restaurant']",,,,Machlessvile,4000
"['internet', 'bar', 'restaurant', 'gym']",8.3,Excellent,18.0,Hallerson,20000
"['internet', 'restaurant', 'pool', 'gym']",9.1,Excellent,3.0,Wanderland,25000
[],,,,Wanderland,2500
"['intrnet', 'bar', 'restaurant']",10.0,Excellent,1.0,Hallerson,20000
['restaurant'],,,,Wanderland,13160
['intrnet'],7.7,Very Good,18.0,Hallerson,20000
['bar'],6.3,Very Good,3.0,Andeman,7000
['bar'],,,,Willsmian,25000
"['bar', 'restaurant']",6.4,Very Good,34.0,Ubisville,5500
"['intrnet', 'bar', 'restaurant']",8.3,Excellent,18.0,Hallerson,30000
"['bar', 'restaurant']",6.5,Very Good,7.0,Stokol,4500
"['internet', 'bar', 'restaurant']",8.1,Excellent,32.0,Andeman,92000
['internet'],7.7,Very Good,10.0,Machlessvile,5000
['restaurant'],7.1,Very Good,68.0,Willsmian,20000
"['intrnet', 'bar', 'restaurant']",10.0,Excellent,1.0,Willsmian,30000
"['bar', 'restaurant', 'swimmingpools', 'gym']",7.0,Very Good,17.0,Willsmian,16200
"['bar', 'restaurant']",7.4,Very Good,4.0,Wanderland,15000
"['internet', 'bar']",6.7,Very Good,10.0,Andeman,35000
"['bar', 'restaurant']",6.4,Very Good,3.0,Hallerson,10000
['bar'],,,,Machlessvile,2500
"['intrnet', 'bar', 'restaurant']",5.8,Good,8.0,Machlessvile,6000
"['bar', 'restaurant']",8.0,Excellent,7.0,Hallerson,10000
"['intrnet', 'bar', 'restaurant', 'pool', 'gym']",6.9,Very Good,23.0,Hallerson,17000
"['bar', 'restaurant']",3.2,Fair,2.0,Wanderland,11040
"['internet', 'bar', 'pool']",8.8,Excellent,36.0,Machlessvile,25000
"['bar', 'restaurant']",5.8,Good,43.0,Andeman,6000
"['intrnet', 'bar', 'restaurant', 'swimmingpools', 'gym']",7.6,Very Good,13.0,Hallerson,20000
"['bar', 'restaurant']",6.4,Very Good,3.0,Andeman,4000
['intrnet'],8.9,Excellent,11.0,Stokol,18000
['bar'],,,,Andeman,2500
"['intrnet', 'bar', 'restaurant', 'pool']",9.8,Excellent,4.0,Uberlandia,64800
"['internet', 'bar', 'restaurant', 'swimmingpools', 'gym']",8.7,Excellent,7.0,Andeman,12500
"['bar', 'restaurant']",9.2,Excellent,2.0,Willsmian,13350
"['bar', 'restaurant', 'pool', 'gym']",,,,Andeman,30000
"['bar', 'restaurant']",6.4,Very Good,34.0,Stokol,5500
"['internet', 'bar', 'restaurant']",8.3,Excellent,21.0,Andeman,12000
"['internet', 'bar', 'restaurant']",6.8,Very Good,1.0,Ubisville,17000
"['internet', 'bar', 'pool', 'gym']",6.9,Very Good,12.0,Wanderland,20000
"['internet', 'bar', 'restaurant']",,,,Stokol,9000
[],,,,Wanderland,1800
"['internet', 'bar', 'gym']",7.5,Very Good,16.0,Stokol,17000
"['bar', 'restaurant', 'swimmingpools']",,,,Andeman,8000
[],,,,Wanderland,4000
"['internet', 'bar', 'restaurant', 'pool']",7.8,Very Good,24.0,Hallerson,52875
"['bar', 'restaurant']",9.6,Excellent,1.0,Andeman,8000
"['internet', 'bar', 'restaurant', 'pool', 'gym']",6.9,Very Good,7.0,Hallerson,10000
"['internet', 'bar', 'restaurant', 'swimmingpools', 'gym']",7.8,Very Good,25.0,Uberlandia,15000
[],,,,Machlessvile,17250
"['bar', 'pool', 'gym']",9.5,Excellent,4.0,Wanderland,14997
"['bar', 'restaurant']",8.0,Excellent,7.0,Stokol,10000
"['bar', 'restaurant', 'pool', 'gym']",6.0,Very Good,9.0,Hallerson,35000
"['internet', 'restaurant']",,,,Hallerson,50000
"['internet', 'bar', 'restaurant', 'swimmingpools']",8.7,Excellent,17.0,Wanderland,60000
"['bar', 'restaurant']",4.2,Good,4.0,Hallerson,4500
"['bar', 'restaurant']",,,,Stokol,1700
[],,,,Stokol,2500
"['intrnet', 'bar', 'restaurant', 'swimmingpools']",7.7,Very Good,14.0,Machlessvile,18000
"['internet', 'restaurant', 'pool']",5.0,Good,2.0,Machlessvile,15000
"['bar', 'restaurant']",6.4,Very Good,5.0,Andeman,6000
"['bar', 'restaurant', 'swimmingpools']",8.0,Excellent,9.0,Hallerson,25000
[],,,,Hallerson,30000
"['internet', 'bar', 'restaurant', 'pool', 'gym']",7.2,Very Good,4.0,Uberlandia,69569
"['internet', 'bar', 'restaurant']",7.2,Very Good,2.0,Willsmian,56000
"['internet', 'bar', 'restaurant']",7.0,Very Good,14.0,Uberlandia,5000
"['internet', 'restaurant', 'gym']",7.4,Very Good,10.0,Wanderland,5175
"['intrnet', 'bar', 'restaurant']",7.7,Very Good,125.0,Andeman,9800
[],7.0,Very Good,1.0,Hallerson,3700
"['internet', 'bar', 'restaurant']",8.0,Excellent,1.0,Ubisville,25000
"['bar', 'restaurant']",9.4,Excellent,3.0,Hallerson,20000
"['bar', 'swimmingpools', 'gym']",8.6,Excellent,4.0,Stokol,12800
"['bar', 'restaurant']",9.6,Excellent,1.0,Stokol,8000
"['bar', 'restaurant']",8.0,Excellent,2.0,Wanderland,5000
[],,,,Hallerson,53475
[],,,,Willsmian,8000
"['intrnet', 'bar', 'restaurant']",,,,Uberlandia,15000
"['bar', 'restaurant', 'gym']",5.3,Good,4.0,Andeman,11500
"['bar', 'restaurant']",8.8,Excellent,1.0,Wanderland,8000
"['intrnet', 'bar', 'swimmingpools']",7.0,Very Good,6.0,Uberlandia,45000
[],,,,Wanderland,3040
"['internet', 'bar', 'restaurant', 'pool', 'gym']",8.9,Excellent,19.0,Andeman,35000
"['intrnet', 'bar', 'restaurant']",8.1,Excellent,31.0,Andeman,14000
"['intrnet', 'bar', 'restaurant', 'swimmingpools']",7.4,Very Good,145.0,Hallerson,17000
"['internet', 'bar', 'restaurant']",7.0,Very Good,14.0,Willsmian,5000
"['intrnet', 'bar', 'restaurant', 'pool', 'gym']",7.6,Very Good,6.0,Wanderland,30000
"['internet', 'bar', 'restaurant']",,,,Uberlandia,20000
['bar'],4.3,Good,3.0,Wanderland,2250
"['bar', 'restaurant']",5.6,Good,1.0,Wanderland,4500
[],,,,Stokol,12500
"['intrnet', 'bar', 'restaurant', 'swimmingpools']",7.9,Very Good,24.0,Hallerson,50000
"['bar', 'restaurant']",7.3,Very Good,7.0,Wanderland,13500
"['restaurant', 'pool']",8.8,Excellent,1.0,Stokol,8000
"['restaurant', 'pool']",8.0,Excellent,34.0,Machlessvile,23000
"['bar', 'restaurant', 'pool', 'gym']",5.7,Good,37.0,Uberlandia,30000
"['internet', 'bar', 'restaurant', 'gym']",,,,Andeman,10000
"['internet', 'restaurant']",,,,Machlessvile,14904
